5359,None
5360,None
5361,None
5362,None
5363,None
5364,None
5365,None
5366,None
5367,None
5368,None
5369,None
5370,None
5371,None
5372,None
5373,None
5374,None
5375,None
5376,None
5377,None
5378,None
5379,None
5380,None
5381,None
5382,None
5383,None
5384,None
5385,None
5386,None
5387,None
5388,None
5389,None
5390,None
5391,None
5392,None
5393,None
5394,None
5395,None
5396,None
5397,None
5398,None
5399,None
5400,None
5401,None
5402,None
5403,None
5404,None
5405,None
5406,None
5407,None
5408,None
5409,None
5410,None
5411,None
5412,None
5413,None
5414,None
5415,None
5416,None
5417,None
5418,None
5419,None
5420,None
5421,None
5422,None
5423,None
5424,None
5425,None
5426,None
5427,None
5428,None
5429,None
5430,None
5431,None
5432,None
5433,None
5434,None
5435,None
5436,None
5437,None
5438,None
5439,None
5440,None
5441,None
5442,None
5443,None
5444,None
5445,None
5446,None
5447,None
5448,None
5449,None
5450,None
5451,None
5452,None
5453,None
5454,None
5455,None
5456,None
5457,None
5458,None
5459,None
5460,None
5461,None
5462,None
5463,None
5464,None
5465,None
5466,None
5467,None
5468,None
5469,None
5470,None
5471,None
5472,None
5473,None
5474,None
5475,None
5476,None
5477,None
5478,None
5479,None
5480,None
5481,None
5482,None
5483,None
5484,None
5485,None
5486,None
5487,None
5488,None
5489,None
5490,None
5491,None
5492,None
5493,None
5494,None
5495,None
5496,None
5497,None
5498,None
5499,None
5500,None
5501,None
5502,None
5503,None
5504,None
5505,None
5506,None
5507,None
5508,None
5509,None
5510,None
5511,None
5512,None
5513,None
5514,None
5515,None
5516,None
5517,None
5518,None
5519,None
5520,None
5521,None
5522,None
5523,None
5524,None
5525,None
5526,None
5527,None
5528,None
5529,None
5530,None
5531,None
5532,None
5533,None
5534,None
5535,None
5536,None
5537,None
5538,None
5539,None
5540,None
5541,None
5542,None
5543,None
5544,None
5545,None
5546,None
5547,None
5548,None
5549,None
5550,None
5551,None
5552,None
5553,None
5554,None
5555,None
5556,None
5557,None
5558,None
5559,None
5560,None
5561,None
5562,None
5563,None
5564,None
5565,None
5566,None
5567,None
5568,None
5569,None
5570,None
5571,None
5572,None
5573,None
5574,None
5575,None
5576,None
5577,None
5578,None
5579,None
5580,None
5581,None
5582,None
5583,None
5584,None
5585,None
5586,None
5587,None
5588,None
5589,None
5590,None
5591,None
5592,None
5593,None
5594,None
5595,None
5596,None
5597,None
5598,None
5599,None
5600,None
5601,None
5602,None
5603,None
5604,None
5605,None
5606,None
5607,None
5608,None
5609,None
5610,None
5611,None
5612,None
5613,None
5614,None
5615,None
5616,None
5617,None
5618,None
5619,None
5620,None
5621,None
5622,None
5623,None
5624,None
5625,None
5626,None
5627,None
5628,None
5629,None
5630,None
5631,None
5632,None
5633,None
5634,None
5635,None
5636,None
5637,None
5638,None
5639,None
5640,None
5641,None
5642,None
5643,None
5644,None
5645,None
5646,None
5647,None
5648,None
5649,None
5650,None
5651,None
5652,None
5653,None
5654,None
5655,None
5656,None
5657,None
5658,None
5659,None
5660,None
5661,None
5662,None
5663,None
5664,None
5665,None
5666,None
5667,None
5668,None
5669,None
5670,None
5671,None
5672,None
5673,None
5674,None
5675,None
5676,None
5677,None
5678,None
5679,None
5680,None
5681,None
5682,None
5683,None
5684,None
5685,None
5686,None
5687,None
5688,None
5689,None
5690,None
5691,None
5692,None
5693,None
5694,None
5695,None
5696,None
5697,None
5698,None
5699,None
5700,None
5701,None
5702,None
5703,None
5704,None
5705,None
5706,None
5707,None
5708,None
5709,None
5710,None
5711,None
5712,None
5713,None
5714,None
5715,None
5716,None
5717,None
5718,None
5719,None
5720,None
5721,None
5722,None
5723,None
5724,None
5725,None
5726,None
5727,None
5728,None
5729,None
5730,None
5731,None
5732,None
5733,None
5734,None
5735,None
5736,None
5737,None
5738,None
5739,None
5740,None
5741,None
5742,None
5743,None
5744,None
5745,None
5746,None
5747,None
5748,None
5749,None
5750,None
5751,None
5752,None
5753,None
5754,None
5755,None
5756,None
5757,None
5758,None
5759,None
5760,None
5761,None
5762,None
5763,None
5764,None
5765,None
5766,None
5767,None
5768,None
5769,None
5770,None
5771,None
5772,None
5773,None
5774,None
5775,None
5776,None
5777,None
5778,None
5779,None
5780,None
5781,None
5782,None
5783,None
5784,None
5785,None
5786,None
5787,None
5788,None
5789,None
5790,None
5791,None
5792,None
5793,None
5794,None
5795,None
5796,None
5797,None
5798,None
5799,None
5800,None
5801,None
5802,None
5803,None
5804,None
5805,None
5806,None
5807,None
5808,None
5809,None
5810,None
5811,None
5812,None
5813,None
5814,None
5815,None
5816,None
5817,None
5818,None
5819,None
5820,None
5821,None
5822,None
5823,None
5824,None
5825,None
5826,None
5827,None
5828,None
5829,None
5830,None
5831,None
5832,None
5833,None
5834,None
5835,None
5836,None
5837,None
5838,None
5839,None
5840,None
5841,None
5842,None
5843,None
5844,None
5845,None
5846,None
5847,None
5848,None
5849,None
5850,None
5851,None
5852,None
5853,None
5854,None
5855,None
5856,None
5857,None
5858,None
5859,None
5860,None
5861,None
5862,None
5863,None
5864,None
5865,None
5866,None
5867,None
5868,None
5869,None
5870,None
5871,None
5872,None
5873,None
5874,None
5875,None
5876,None
5877,None
5878,None
5879,None
5880,None
5881,None
5882,None
5883,None
5884,None
5885,None
5886,None
5887,None
5888,None
5889,None
5890,None
5891,None
5892,None
5893,None
5894,None
5895,None
5896,None
5897,None
5898,None
5899,None
5900,None
5901,None
5902,None
5903,None
5904,None
5905,None
5906,None
5907,None
5908,None
5909,None
5910,None
5911,None
5912,None
5913,None
5914,None
5915,None
5916,None
5917,None
5918,None
5919,None
5920,None
5921,None
5922,None
5923,None
5924,None
5925,None
5926,None
5927,None
5928,None
5929,None
5930,None
5931,None
5932,None
5933,None
5934,None
5935,None
5936,None
5937,None
5938,None
5939,None
5940,None
5941,None
5942,None
5943,None
5944,None
5945,None
5946,None
5947,None
5948,None
5949,None
5950,None
5951,None
5952,None
5953,None
5954,None
5955,None
5956,None
5957,None
5958,None
5959,None
5960,None
5961,None
5962,None
5963,None
5964,None
5965,None
5966,None
5967,None
5968,None
5969,None
5970,None
5971,None
5972,None
5973,None
5974,None
5975,None
5976,None
5977,None
5978,None
5979,None
5980,None
5981,None
5982,None
5983,None
5984,None
5985,None
5986,None
5987,None
5988,None
5989,None
5990,None
5991,None
5992,None
5993,None
5994,None
5995,None
5996,None
5997,None
5998,None
5999,None
6000,None
6001,None
6002,None
6003,None
6004,None
6005,None
6006,None
6007,None
6008,None
6009,None
6010,None
6011,None
6012,None
6013,None
6014,None
6015,None
6016,None
6017,None
6018,None
6019,None
6020,None
6021,None
6022,None
6023,None
6024,None
6025,None
6026,None
6027,None
6028,None
6029,None
6030,None
6031,None
6032,None
6033,None
6034,None
6035,None
6036,None
6037,None
6038,None
6039,None
6040,None
6041,None
6042,None
6043,None
6044,None
6045,None
6046,None
6047,None
6048,None
6049,None
6050,None
6051,None
6052,None
6053,None
6054,None
6055,None
6056,None
6057,None
6058,None
6059,None
6060,None
6061,None
6062,None
6063,None
6064,None
6065,None
6066,None
6067,None
6068,None
6069,None
6070,None
6071,None
6072,None
6073,None
6074,None
6075,None
6076,None
6077,None
6078,None
6079,None
6080,None
6081,None
6082,None
6083,None
6084,None
6085,None
6086,None
6087,None
6088,None
6089,None
6090,None
6091,None
6092,None
6093,None
6094,None
6095,None
6096,None
6097,None
6098,None
6099,None
6100,None
6101,None
6102,None
6103,None
6104,None
6105,None
6106,None
6107,None
6108,None
6109,None
6110,None
6111,None
6112,None
6113,None
6114,None
6115,None
6116,None
6117,None
6118,None
6119,None
6120,None
6121,None
6122,None
6123,None
6124,None
6125,None
6126,None
6127,None
6128,None
6129,None
6130,None
6131,None
6132,None
6133,None
6134,None
6135,None
6136,None
6137,None
6138,None
6139,None
6140,None
6141,None
6142,None
6143,None
6144,None
6145,None
6146,None
6147,None
6148,None
6149,None
6150,None
6151,None
6152,None
6153,None
6154,None
6155,None
6156,None
6157,None
6158,None
6159,None
6160,None
6161,None
6162,None
6163,None
6164,None
6165,None
6166,None
6167,None
6168,None
6169,None
6170,None
6171,None
6172,None
6173,None
6174,None
6175,None
6176,None
6177,None
6178,None
6179,None
6180,None
6181,None
6182,None
6183,None
6184,None
6185,None
6186,None
6187,None
6188,None
6189,None
6190,None
6191,None
6192,None
6193,None
6194,None
6195,None
6196,None
6197,None
6198,None
6199,None
6200,None
6201,None
6202,None
6203,None
6204,None
6205,None
6206,None
6207,None
6208,None
6209,None
6210,None
6211,None
6212,None
6213,None
6214,None
6215,None
6216,None
6217,None
6218,None
6219,None
6220,None
6221,None
6222,None
6223,None
6224,None
6225,None
6226,None
6227,None
6228,None
6229,None
6230,None
6231,None
6232,None
6233,None
6234,None
6235,None
6236,None
6237,None
6238,None
6239,None
6240,None
6241,None
6242,None
6243,None
6244,None
6245,None
6246,None
6247,None
6248,None
6249,None
6250,None
6251,None
6252,None
6253,None
6254,None
6255,None
6256,None
6257,None
6258,None
6259,None
6260,None
6261,None
6262,None
6263,None
6264,None
6265,None
6266,None
6267,None
6268,None
6269,None
6270,None
6271,None
6272,None
6273,None
6274,None
6275,None
6276,None
6277,None
6278,None
6279,None
6280,None
6281,None
6282,None
6283,None
6284,None
6285,None
6286,None
6287,None
6288,None
6289,None
6290,None
6291,None
6292,None
6293,None
6294,None
6295,None
6296,None
6297,None
6298,None
6299,None
6300,None
6301,None
6302,None
6303,None
6304,None
6305,None
6306,None
6307,None
6308,None
6309,None
6310,None
6311,None
6312,None
6313,None
6314,None
6315,None
6316,None
6317,None
6318,None
6319,None
6320,None
6321,None
6322,None
6323,None
6324,None
6325,None
6326,None
6327,None
6328,None
6329,None
6330,None
6331,None
6332,None
6333,None
6334,None
6335,None
6336,None
6337,None
6338,None
6339,None
6340,None
6341,None
6342,None
6343,None
6344,None
6345,None
6346,None
6347,None
6348,None
6349,None
6350,None
6351,None
6352,None
6353,None
6354,None
6355,None
6356,None
6357,None
6358,None
6359,None
6360,None
6361,None
6362,None
6363,None
6364,None
6365,None
6366,None
6367,None
6368,None
6369,None
6370,None
6371,None
6372,None
6373,None
6374,None
6375,None
6376,None
6377,None
6378,None
6379,None
6380,None
6381,None
6382,None
6383,None
6384,None
6385,None
6386,None
6387,None
6388,None
6389,None
6390,None
6391,None
6392,None
6393,None
6394,None
6395,None
6396,None
6397,None
6398,None
6399,None
6400,None
6401,None
6402,None
6403,None
6404,None
6405,None
6406,None
6407,None
6408,None
6409,None
6410,None
6411,None
6412,None
6413,None
6414,None
6415,None
6416,None
6417,None
6418,None
6419,None
6420,None
6421,None
6422,None
6423,None
6424,None
6425,None
6426,None
6427,None
6428,None
6429,None
6430,None
6431,None
6432,None
6433,None
6434,None
6435,None
6436,None
6437,None
6438,None
6439,None
6440,None
6441,None
6442,None
6443,None
6444,None
6445,None
6446,None
6447,None
6448,None
6449,None
6450,None
6451,None
6452,None
6453,None
6454,None
6455,None
6456,None
6457,None
6458,None
6459,None
6460,None
6461,None
6462,None
6463,None
6464,None
6465,None
6466,None
6467,None
6468,None
6469,None
6470,None
6471,None
6472,None
6473,None
6474,None
6475,None
6476,None
6477,None
6478,None
6479,None
6480,None
6481,None
6482,None
6483,None
6484,None
6485,None
6486,None
6487,None
6488,None
6489,None
6490,None
6491,None
6492,None
6493,None
6494,None
6495,None
6496,None
6497,None
6498,None
6499,None
6500,None
6501,None
6502,None
6503,None
6504,None
6505,None
6506,None
6507,None
6508,None
6509,None
6510,None
6511,None
6512,None
6513,None
6514,None
6515,None
6516,None
6517,None
6518,None
6519,None
6520,None
6521,None
6522,None
6523,None
6524,None
6525,None
6526,None
6527,None
6528,None
6529,None
6530,None
6531,None
6532,None
6533,None
6534,None
6535,None
6536,None
6537,None
6538,None
6539,None
6540,None
6541,None
6542,None
6543,None
6544,None
6545,None
6546,None
6547,None
6548,None
6549,None
6550,None
6551,None
6552,None
6553,None
6554,None
6555,None
6556,None
6557,None
6558,None
6559,None
6560,None
6561,None
6562,None
6563,None
6564,None
6565,None
6566,None
6567,None
6568,None
6569,None
6570,None
6571,None
6572,None
6573,None
6574,None
6575,None
6576,None
6577,None
6578,None
6579,None
6580,None
6581,None
6582,None
6583,None
6584,None
6585,None
6586,None
6587,None
6588,None
6589,None
6590,None
6591,None
6592,None
6593,None
6594,None
6595,None
6596,None
6597,None
6598,None
6599,None
6600,None
6601,None
6602,None
6603,None
6604,None
6605,None
6606,None
6607,None
6608,None
6609,None
6610,None
6611,None
6612,None
6613,None
6614,None
6615,None
6616,None
6617,None
6618,None
6619,None
6620,None
6621,None
6622,None
6623,None
6624,None
6625,None
6626,None
6627,None
6628,None
6629,None
6630,None
6631,None
6632,None
6633,None
6634,None
6635,None
6636,None
6637,None
6638,None
6639,None
6640,None
6641,None
6642,None
6643,None
6644,None
6645,None
6646,None
6647,None
6648,None
6649,None
6650,None
6651,None
6652,None
6653,None
6654,None
6655,None
6656,None
6657,None
6658,None
6659,None
6660,None
6661,None
6662,None
6663,None
6664,None
6665,None
6666,None
6667,None
6668,None
6669,None
6670,None
6671,None
6672,None
6673,None
6674,None
6675,None
6676,None
6677,None
6678,None
6679,None
6680,None
6681,None
6682,None
6683,None
6684,None
6685,None
6686,None
6687,None
6688,None
6689,None
6690,None
6691,None
6692,None
6693,None
6694,None
6695,None
6696,None
6697,None
6698,None
6699,None
6700,None
6701,None
6702,None
6703,None
6704,None
6705,None
6706,None
6707,None
6708,None
6709,None
6710,None
6711,None
6712,None
6713,None
6714,None
6715,None
6716,None
6717,None
6718,None
6719,None
6720,None
6721,None
6722,None
6723,None
6724,None
6725,None
6726,None
6727,None
6728,None
6729,None
6730,None
6731,None
6732,None
6733,None
6734,None
6735,None
6736,None
6737,None
6738,None
6739,None
6740,None
6741,None
6742,None
6743,None
6744,None
6745,None
6746,None
6747,None
6748,None
6749,None
6750,None
6751,None
6752,None
6753,None
6754,None
6755,None
6756,None
6757,None
6758,None
6759,None
6760,None
6761,None
6762,None
6763,None
6764,None
6765,None
6766,None
6767,None
6768,None
6769,None
6770,None
6771,None
6772,None
6773,None
6774,None
6775,None
6776,None
6777,None
6778,None
6779,None
6780,None
6781,None
6782,None
6783,None
6784,None
6785,None
6786,None
6787,None
6788,None
6789,None
6790,None
6791,None
6792,None
6793,None
6794,None
6795,None
6796,None
6797,None
6798,None
6799,None
6800,None
6801,None
6802,None
6803,None
6804,None
6805,None
6806,None
6807,None
6808,None
6809,None
6810,None
6811,None
6812,None
6813,None
6814,None
6815,None
6816,None
6817,None
6818,None
6819,None
6820,None
6821,None
6822,None
6823,None
6824,None
6825,None
6826,None
6827,None
6828,None
6829,None
6830,None
6831,None
6832,None
6833,None
6834,None
6835,None
6836,None
6837,None
6838,None
6839,None
6840,None
6841,None
6842,None
6843,None
6844,None
6845,None
6846,None
6847,None
6848,None
6849,None
6850,None
6851,None
6852,None
6853,None
6854,None
6855,None
6856,None
6857,None
6858,None
6859,None
6860,None
6861,None
6862,None
6863,None
6864,None
6865,None
6866,None
6867,None
6868,None
6869,None
6870,None
6871,None
6872,None
6873,None
6874,None
6875,None
6876,None
6877,None
6878,None
6879,None
6880,None
6881,None
6882,None
6883,None
6884,None
6885,None
6886,None
6887,None
6888,None
6889,None
6890,None
6891,None
6892,None
6893,None
6894,None
6895,None
6896,None
6897,None
6898,None
6899,None
6900,None
6901,None
6902,None
6903,None
6904,None
6905,None
6906,None
6907,None
6908,None
6909,None
6910,None
6911,None
6912,None
6913,None
6914,None
6915,None
6916,None
6917,None
6918,None
6919,None
6920,None
6921,None
6922,None
6923,None
6924,None
6925,None
6926,None
6927,None
6928,None
6929,None
6930,None
6931,None
6932,None
6933,None
6934,None
6935,None
6936,None
6937,None
6938,None
6939,None
6940,None
6941,None
6942,None
6943,None
6944,None
6945,None
6946,None
6947,None
6948,None
6949,None
6950,None
6951,None
6952,None
6953,None
6954,None
6955,None
6956,None
6957,None
6958,None
6959,None
6960,None
6961,None
6962,None
6963,None
6964,None
6965,None
6966,None
6967,None
6968,None
6969,None
6970,None
6971,None
6972,None
6973,None
6974,None
6975,None
6976,None
6977,None
6978,None
6979,None
6980,None
6981,None
6982,None
6983,None
6984,None
6985,None
6986,None
6987,None
6988,None
6989,None
6990,None
6991,None
6992,None
6993,None
6994,None
6995,None
6996,None
6997,None
6998,None
6999,None
7000,None
7001,None
7002,None
7003,None
7004,None
7005,None
7006,None
7007,None
7008,None
7009,None
7010,None
7011,None
7012,None
7013,None
7014,None
7015,None
7016,None
7017,None
7018,None
7019,None
7020,None
7021,None
7022,None
7023,None
7024,None
7025,None
7026,None
7027,None
7028,None
7029,None
7030,None
7031,None
7032,None
7033,None
7034,None
7035,None
7036,None
7037,None
7038,None
7039,None
7040,None
7041,None
7042,None
7043,None
7044,None
7045,None
7046,None
7047,None
7048,None
7049,None
7050,None
7051,None
7052,None
7053,None
7054,None
7055,None
7056,None
7057,None
7058,None
7059,None
7060,None
7061,None
7062,None
7063,None
7064,None
7065,None
7066,None
7067,None
7068,None
7069,None
7070,None
7071,None
7072,None
7073,None
7074,None
7075,None
7076,None
7077,None
7078,None
7079,None
7080,None
7081,None
7082,None
7083,None
7084,None
7085,None
7086,None
7087,None
7088,None
7089,None
7090,None
7091,None
7092,None
7093,None
7094,None
7095,None
7096,None
7097,None
7098,None
7099,None
7100,None
7101,None
7102,None
7103,None
7104,None
7105,None
7106,None
7107,None
7108,None
7109,None
7110,None
7111,None
7112,None
7113,None
7114,None
7115,None
7116,None
7117,None
7118,None
7119,None
7120,None
7121,None
7122,None
7123,None
7124,None
7125,None
7126,None
7127,None
7128,None
7129,None
7130,None
7131,None
7132,None
7133,None
7134,None
7135,None
7136,None
7137,None
7138,None
7139,None
7140,None
7141,None
7142,None
7143,None
7144,None
7145,None
7146,None
7147,None
7148,None
7149,None
7150,None
7151,None
7152,None
7153,None
7154,None
7155,None
7156,None
7157,None
7158,None
7159,None
7160,None
7161,None
7162,None
7163,None
7164,None
7165,None
7166,None
7167,None
7168,None
7169,None
7170,None
7171,None
7172,None
7173,None
7174,None
7175,None
7176,None
7177,None
7178,None
7179,None
7180,None
7181,None
7182,None
7183,None
7184,None
7185,None
7186,None
7187,None
7188,None
7189,None
7190,None
7191,None
7192,None
7193,None
7194,None
7195,None
7196,None
7197,None
7198,None
7199,None
7200,None
7201,None
7202,None
7203,None
7204,None
7205,None
7206,None
7207,None
7208,None
7209,None
7210,None
7211,None
7212,None
7213,None
7214,None
7215,None
7216,None
7217,None
7218,None
7219,None
7220,None
7221,None
7222,None
7223,None
7224,None
7225,None
7226,None
7227,None
7228,None
7229,None
7230,None
7231,None
7232,None
7233,None
7234,None
7235,None
7236,None
7237,None
7238,None
7239,None
7240,None
7241,None
7242,None
7243,None
7244,None
7245,None
7246,None
7247,None
7248,None
7249,None
7250,None
7251,None
7252,None
7253,None
7254,None
7255,None
7256,None
7257,None
7258,None
7259,None
7260,None
7261,None
7262,None
7263,None
7264,None
7265,None
7266,None
7267,None
7268,None
7269,None
7270,None
7271,None
7272,None
7273,None
7274,None
7275,None
7276,None
7277,None
7278,None
7279,None
7280,None
7281,None
7282,None
7283,None
7284,None
7285,None
7286,None
7287,None
7288,None
7289,None
7290,None
7291,None
7292,None
7293,None
7294,None
7295,None
7296,None
7297,None
7298,None
7299,None
7300,None
7301,None
7302,None
7303,None
7304,None
7305,None
7306,None
7307,None
7308,None
7309,None
7310,None
7311,None
7312,None
7313,None
7314,None
7315,None
7316,None
7317,None
7318,None
7319,None
7320,None
7321,None
7322,None
7323,None
7324,None
7325,None
7326,None
7327,None
7328,None
7329,None
7330,None
7331,None
7332,None
7333,None
7334,None
7335,None
7336,None
7337,None
7338,None
7339,None
7340,None
7341,None
7342,None
7343,None
7344,None
7345,None
7346,None
7347,None
7348,None
7349,None
7350,None
7351,None
7352,None
7353,None
7354,None
7355,None
7356,None
7357,None
7358,None
7359,None
7360,None
7361,None
7362,None
7363,None
7364,None
7365,None
7366,None
7367,None
7368,None
7369,None
7370,None
7371,None
7372,None
7373,None
7374,None
7375,None
7376,None
7377,None
7378,None
7379,None
7380,None
7381,None
7382,None
7383,None
7384,None
7385,None
7386,None
7387,None
7388,None
7389,None
7390,None
7391,None
7392,None
7393,None
7394,None
7395,None
7396,None
7397,None
7398,None
7399,None
7400,None
7401,None
7402,None
7403,None
7404,None
7405,None
7406,None
7407,None
7408,None
7409,None
7410,None
7411,None
7412,None
7413,None
7414,None
7415,None
7416,None
7417,None
7418,None
7419,None
7420,None
7421,None
7422,None
7423,None
7424,None
7425,None
7426,None
7427,None
7428,None
7429,None
7430,None
7431,None
7432,None
7433,None
7434,None
7435,None
7436,None
7437,None
7438,None
7439,None
7440,None
7441,None
7442,None
7443,None
7444,None
7445,None
7446,None
7447,None
7448,None
7449,None
7450,None
7451,None
7452,None
7453,None
7454,None
7455,None
7456,None
7457,None
7458,None
7459,None
7460,None
7461,None
7462,None
7463,None
7464,None
7465,None
7466,None
7467,None
7468,None
7469,None
7470,None
7471,None
7472,None
7473,None
7474,None
7475,None
7476,None
7477,None
7478,None
7479,None
7480,None
7481,None
7482,None
7483,None
7484,None
7485,None
7486,None
7487,None
7488,None
7489,None
7490,None
7491,None
7492,None
7493,None
7494,None
7495,None
7496,None
7497,None
7498,None
7499,None
7500,None
7501,None
7502,None
7503,None
7504,None
7505,None
7506,None
7507,None
7508,None
7509,None
7510,None
7511,None
7512,None
7513,None
7514,None
7515,None
7516,None
7517,None
7518,None
7519,None
7520,None
7521,None
7522,None
7523,None
7524,None
7525,None
7526,None
7527,None
7528,None
7529,None
7530,None
7531,None
7532,None
7533,None
7534,None
7535,None
7536,None
7537,None
7538,None
7539,None
7540,None
7541,None
7542,None
7543,None
7544,None
7545,None
7546,None
7547,None
7548,None
7549,None
7550,None
7551,None
7552,None
7553,None
7554,None
7555,None
7556,None
7557,None
7558,None
7559,None
7560,None
7561,None
7562,None
7563,None
7564,None
7565,None
7566,None
7567,None
7568,None
7569,None
7570,None
7571,None
7572,None
7573,None
7574,None
7575,None
7576,None
7577,None
7578,None
7579,None
7580,None
7581,None
7582,None
7583,None
7584,None
7585,None
7586,None
7587,None
7588,None
7589,None
7590,None
7591,None
7592,None
7593,None
7594,None
7595,None
7596,None
7597,None
7598,None
7599,None
7600,None
7601,None
7602,None
7603,None
7604,None
7605,None
7606,None
7607,None
7608,None
7609,None
7610,None
7611,None
7612,None
7613,None
7614,None
7615,None
7616,None
7617,None
7618,None
7619,None
7620,None
7621,None
7622,None
7623,None
7624,None
7625,None
7626,None
7627,None
7628,None
7629,None
7630,None
7631,None
7632,None
7633,None
7634,None
7635,None
7636,None
7637,None
7638,None
7639,None
7640,None
7641,None
7642,None
7643,None
7644,None
7645,None
7646,None
7647,None
7648,None
7649,None
7650,None
7651,None
7652,None
7653,None
7654,None
7655,None
7656,None
7657,None
7658,None
7659,None
7660,None
7661,None
7662,None
7663,None
7664,None
7665,None
7666,None
7667,None
7668,None
7669,None
7670,None
7671,None
7672,None
7673,None
7674,None
7675,None
7676,None
7677,None
7678,None
7679,None
7680,None
7681,None
7682,None
7683,None
7684,None
7685,None
7686,None
7687,None
7688,None
7689,None
7690,None
7691,None
7692,None
7693,None
7694,None
7695,None
7696,None
7697,None
7698,None
7699,None
7700,None
7701,None
7702,None
7703,None
7704,None
7705,None
7706,None
7707,None
7708,None
7709,None
7710,None
7711,None
7712,None
7713,None
7714,None
7715,None
7716,None
7717,None
7718,None
7719,None
7720,None
7721,None
7722,None
7723,None
7724,None
7725,None
7726,None
7727,None
7728,None
7729,None
7730,None
7731,None
7732,None
7733,None
7734,None
7735,None
7736,None
7737,None
7738,None
7739,None
7740,None
7741,None
7742,None
7743,None
7744,None
7745,None
7746,None
7747,None
7748,None
7749,None
7750,None
7751,None
7752,None
7753,None
7754,None
7755,None
7756,None
7757,None
7758,None
7759,None
7760,None
7761,None
7762,None
7763,None
7764,None
7765,None
7766,None
7767,None
7768,None
7769,None
7770,None
7771,None
7772,None
7773,None
7774,None
7775,None
7776,None
7777,None
7778,None
7779,None
7780,None
7781,None
7782,None
7783,None
7784,None
7785,None
7786,None
7787,None
7788,None
7789,None
7790,None
7791,None
7792,None
7793,None
7794,None
7795,None
7796,None
7797,None
7798,None
7799,None
7800,None
7801,None
7802,None
7803,None
7804,None
7805,None
7806,None
7807,None
7808,None
7809,None
7810,None
7811,None
7812,None
7813,None
7814,None
7815,None
7816,None
7817,None
7818,None
7819,None
7820,None
7821,None
7822,None
7823,None
7824,None
7825,None
7826,None
7827,None
7828,None
7829,None
7830,None
7831,None
7832,None
7833,None
7834,None
7835,None
7836,None
7837,None
7838,None
7839,None
7840,None
7841,None
7842,None
7843,None
7844,None
7845,None
7846,None
7847,None
7848,None
7849,None
7850,None
7851,None
7852,None
7853,None
7854,None
7855,None
7856,None
7857,None
7858,None
7859,None
7860,None
7861,None
7862,None
7863,None
7864,None
7865,None
7866,None
7867,None
7868,None
7869,None
7870,None
7871,None
7872,None
7873,None
7874,None
7875,None
7876,None
7877,None
7878,None
7879,None
7880,None
7881,None
7882,None
7883,None
7884,None
7885,None
7886,None
7887,None
7888,None
7889,None
7890,None
7891,None
7892,None
7893,None
7894,None
7895,None
7896,None
7897,None
7898,None
7899,None
7900,None
7901,None
7902,None
7903,None
7904,None
7905,None
7906,None
7907,None
7908,None
7909,None
7910,None
7911,None
7912,None
7913,None
7914,None
7915,None
7916,None
7917,None
7918,None
7919,None
7920,None
7921,None
7922,None
7923,None
7924,None
7925,None
7926,None
7927,None
7928,None
7929,None
7930,None
7931,None
7932,None
7933,None
7934,None
7935,None
7936,None
7937,None
7938,None
7939,None
7940,None
7941,None
7942,None
7943,None
7944,None
7945,None
7946,None
7947,None
7948,None
7949,None
7950,None
7951,None
7952,None
7953,None
7954,None
7955,None
7956,None
7957,None
7958,None
7959,None
7960,None
7961,None
7962,None
7963,None
7964,None
7965,None
7966,None
7967,None
7968,None
7969,None
7970,None
7971,None
7972,None
7973,None
7974,None
7975,None
7976,None
7977,None
7978,None
7979,None
7980,None
7981,None
7982,None
7983,None
7984,None
7985,None
7986,None
7987,None
7988,None
7989,None
7990,None
7991,None
7992,None
7993,None
7994,None
7995,None
7996,None
7997,None
7998,None
7999,None
